AQW00061705        6090C
USW00053838        1588R
USW00053841        1158R
USW00053842        1059R
USW00053843        2445Q
USW00053844         878R
USW00053847        2708Q
USW00053848        2743Q
USW00053850        1900R
USW00053852        1747R
USW00053853        2701R
USW00053854        2106R
USW00053855         962R
USW00053858        2400R
USW00053859         911R
USW00053860        2620R
USW00053862        2498R
USW00053863        1758R
USW00053864        1978R
USW00053865        2481R
USW00053866         914R
USW00053867        2262R
USW00053868        1482R
USW00053869        1910R
USW00053870        1473R
USW00053871        1669R
USW00053872        1610R
USW00053873        1513R
USW00053874        1756R
USW00053877         562Q
USW00053878         653Q
USW00053879        1314Q
USW00053901        1354R
USW00053902        2635R
USW00053903        2909R
USW00053904        1345R
USW00053905        2442R
USW00053907        2618R
USW00053908        1915R
USW00053909        2583R
USW00053910        2745R
USW00053911        2552R
USW00053912        2621R
USW00053913        2072R
USW00053914        2354R
USW00053915        2814R
USW00053916        1123R
USW00053917        3202R
USW00053918        1561R
USW00053919        2219S
USW00053920        1964R
USW00053921        1738R
USW00053922        1242R
USW00053925        1942Q
USW00053926        1872Q
USW00053927        1755Q
USW00053959        1923Q
USW00053960        2516Q
USW00053961        1936Q
USW00053968        2450Q
USW00053974        1340Q
USW00053988        2388Q
USW00054704         496R
USW00054728         151R
USW00054733         487R
USW00054734         546R
USW00054737         842R
USW00054740         346R
USW00054742         432S
USW00054743         848R
USW00054756         403R
USW00054757         261R
USW00054767         574R
USW00054768         365R
USW00054769         511R
USW00054770         328R
USW00054771         265R
USW00054772         321R
USW00054773         389R
USW00054777         563R
USW00054778         539R
USW00054779         632Q
USW00054780         635R
USW00054781         312R
USW00054782         855R
USW00054785         784Q
USW00054786         837R
USW00054787         843R
USW00054788         661R
USW00054789         315R
USW00054790         682R
USW00054791         432R
USW00054792         382R
USW00054793         532R
USW00054794         387Q
USW00054795         378Q
USW00054796         424Q
USW00054797         416Q
USW00054808         828Q
USW00054810         158Q
USW00054811         574Q
USW00054813         234Q
USW00054851         597Q
USW00054854         193Q
USW00054902         778Q
USW00054903         440Q
USW00054932         235Q
USW00054933         403Q
USW00054937         309Q
USW00063826        1930Q
USW00063828        2185Q
USW00063829        2265Q
USW00063831        1886Q
USW00063838        1065Q
USW00063849        1336Q
USW00063850        1637Q
USW00063855         707Q
USW00063856        2463Q
USW00063857        1261Q
USW00063858        1912Q
USW00063862        1278Q
USW00063866        1747Q
USW00063867        1422Q
USW00063868        1627Q
USW00063869        2074Q
USW00063870        2474Q
USW00063872        2255Q
USW00063890        2469Q
USW00063891        1807Q
USW00063892        1948Q
USW00063893        1982Q
USW00063894        1575Q
USW00063895        1419Q
USW00063896        1428Q
USW00063897        1992Q
USW00063898         959Q
USW00063899        2067Q
USW00064756         468Q
USW00064758         249Q
USW00064775         390Q
USW00064776         345Q
USW00073802        1945Q
USW00073803        1690Q
USW00092762         918Q
USW00092805        4162R
USW00092806        3773S
USW00092809        4339R
USW00092811        4249S
USW00092821        2839Q
USW00092826        3827Q
USW00092827        3227Q
USW00093005         242R
USW00093009           0S
USW00093010         362S
USW00093013         644R
USW00093026        1814S
USW00093027         962R
USW00093033        2088S
USW00093037         455S
USW00093042        1138S
USW00093044         304S
USW00093045        1622R
USW00093057         709R
USW00093058         896S
USW00093067         561R
USW00093069         427R
USW00093073          39R
USW00093075        1288R
USW00093084        2612R
USW00093101         928R
USW00093102        1036S
USW00093104        2444R
USW00093107         815S
USW00093110         182R
USW00093111         177R
USW00093112        1120S
USW00093114        1399R
USW00093115         515Q
USW00093116         261Q
USW00093129         588R
USW00093134        1247R
USW00093138        4142R
USW00093139         883R
USW00093140        4567R
USW00093141         641R
USW00093167        2095R
USW00093184         877R
USW00093193        2124S
USW00093197         500R
USW00093205        1357R
USW00093206         288R
USW00093209         926S
USW00093210        1597R
USW00093225        1228R
USW00093227         223R
USW00093228         293R
USW00093230          31R
USW00093241        1296R
USW00093242        1524R
USW00093243         919Q
USW00093245           0Q
USW00093706         969R
USW00093718        1903R
USW00093719        1904S
USW00093720        1153S
USW00093721        1164C
USW00093727        1989S
USW00093729        1715S
USW00093730        1057C
USW00093736        1035R
USW00093738        1178S
USW00093739        1198S
USW00093740        1993R
USW00093741        1709Q
USW00093743        1625Q
USW00093759        1568R
USW00093765        1801R
USW00093773        1620R
USW00093775        1519R
USW00093778         807R
USW00093780         981R
USW00093781        1614R
USW00093782        1821R
USW00093783        1431R
USW00093784        1666R
USW00093785        1712R
USW00093786        1087R
USW00093801        1638R
USW00093805        2592C
USW00093806        2172R
USW00093807        1501R
USW00093808        1493S
USW00093809        1543R
USW00093810        1370R
USW00093812        1067S
USW00093814        1125C
USW00093815         900S
USW00093816        1173R
USW00093817        1397S
USW00093819        1066S
USW00093820        1191C
USW00093821        1614S
USW00093822        1123C
USW00093823         988Q
USW00093824         768S
USW00093825        1399R
USW00093831        2470S
USW00093832        2488R
USW00093837        3009S
USW00093839        2133R
USW00093841        2587R
USW00093842        2368C
USW00093845        2428Q
USW00093846        1669S
USW00093862        2045S
USW00093874        2591R
USW00093901        2798R
USW00093909        1354R
USW00093914        2320S
USW00093915        2521R
USW00093919        2272S
USW00093950        2052S
USW00093953        1846R
USW00093967        1730R
USW00093985        2359R
USW00093986        2070S
USW00093987        2595S
USW00093988        2131R
USW00093989        1095S
USW00093990        1301R
USW00093992        2130C
USW00093993        1308S
USW00093997        1442S
USW00094008         533C
USW00094010         518R
USW00094012         387S
USW00094014         456S
USW00094017         449R
USW00094023         502R
USW00094030         512S
USW00094032         177R
USW00094037         514R
USW00094038         377R
USW00094039         718R
USW00094040         955S
USW00094041         334R
USW00094050         171R
USW00094051         420R
USW00094052         643R
USW00094053         677R
USW00094054         492R
USW00094055         470R
USW00094056         636R
USW00094057         488R
USW00094059         437Q
USW00094060         402Q
USW00094074         421Q
USW00094075           0Q
USW00094077         386Q
USW00094078         443Q
USW00094079         638Q
USW00094080         466Q
USW00094081         480Q
USW00094082         828Q
USW00094084         200Q
USW00094085         736Q
USW00094088         150Q
USW00094107         507R
USW00094119         187R
USW00094128         380R
USW00094129         214R
USW00094143         283S
USW00094173           1Q
USW00094176         407R
USW00094178         681R
USW00094182          26R
USW00094185         216S
USW00094194         207R
USW00094197         665R
USW00094224          13S
USW00094225          23S
USW00094227          98R
